Category,question,answer
Web Tools,Accessible Google Slides Presentations,"Google Slides is a popular tool for creating slide show presentations. Improving the accessibility of Google Slides can be accomplished by incorporating the following practices into your authoring process.
StructureImagesHyperlinksExporting to MS PowerPoint
Structure
The structure of the content can provide an organizational and navigational framework for individuals to understand the informational hierarchy and relationship between different sections of content. These structural elements can help determine the organization and logical reading order of the presentation for an individual using assistive technologies. Google Slides provides three features, which assist with content structure: Slide Themes, Slide Layouts, and Slide Title.
More information about the advantages of using structure can be found on the Headings & Structure concepts page.
Slide title
The Slide Title is used to provide a heading for the slide's content. Slide titles should be unique and descriptive to help users navigate to specific content on the slides.

Slide layout
The Slide Layout provides templates with content regions in a predefined layout. Using a predefined slide layout will help ensure that the slide has the correct heading structure, numbered and bulleted list styles, and reading order.
In the toolbar, select Layout. Choose your desired layout.

Managing reading order
If creating separate text boxes that are not part of a preset layout, any of this content may not be in the correct reading order. When placing content manually onto a blank slide, you will need to assess and manage the reading order using the Arrange button in the toolbar.
Tab through the slide to see the reading order. The order in which elements are selected indicate the order in which they will be read.To change the reading order, select Arrange > Order.Send Backward will move the element to be read earlier in the reading order.Bring Forward will move the element to be read later in the reading order.Test the reading order with the Tab key again.

Although most Slide Layouts and Slide Themes contain slide titles - you may see a blank slide. To provide logical reading order, please note that every slide should have a Slide Title.
Images
Images that support the content require a text description (also called ""alternate text"") to communicate the purpose and/or content of the image. Image descriptions should be short and communicate the main purpose of the image. If a longer description of the image is necessary to fully explain its content, consider alternate strategies outlined on the Images page.
To add the alternate text:
Select the image. Right-click.Select Alt text.In the Alt Text window, write the alt text in the Description field.Select OK.

For additional guidance on writing effective text descriptions (i.e., alt text), please review the Images concept page.
Hyperlinks
Documents containing hyperlinks to websites or other online resources can be improved by including hyperlink text that is understood by the reader. For instance, using the full hyperlink URL may not make sense to the reader without some context.
Highlight the descriptive word or phrase that will become the hyperlink.Select Insert Link button in the rich content editor.Write the hyperlink in the Link field and select Apply.
Exporting to PowerPoint
If you plan to distribute your presentation to others as an MS PowerPoint, download the Google Slides as a PowerPoint Presentation and then run the Accessibility Checker from within PowerPoint. This can help identify any potential accessibility issues and prompt you for corrections.
Select File.Select Download.Select Microsoft PowerPoint (.pptx).Download the file and run the Microsoft PowerPoint Accessibility Checker
The Accessibility Checker will identify potential accessibility issues in the downloaded PowerPoint file. The most common issue is the need to verify the reading order on each slide."
Web Tools,Accessible PowerPoint Presentations,"This documentation was created using Microsoft PowerPoint 365 for macOS.
Microsoft PowerPoint includes options for adding accessibility information to slides to support access by individuals with disabilities. This information also ensures that Microsoft PowerPoint files maintain a level of accessibility when converted into other formats (e.g., tagged PDF). Creating accessible PowerPoint presentations can be accomplished by incorporating the following practices into your authoring process.
StructureImagesHyperlinksColorTablesExporting to other formatsCreating a PDF of your presentation
Structure
The structure of the content can provide an organizational and navigational framework for individuals to understand the informational hierarchy and relationship between different sections of content. These structural elements can help determine the organization and logical reading order of the presentation for an individual using assistive technologies.
Slide Title
The Slide Title is used to provide a heading for the slide's content. Slide titles should be unique and descriptive to help users navigate to specific content on the slides. To view and edit slide titles quickly:
Select View.Select Outline View.Edit the titles accordingly.

If slide titles are the same, provide a numerical reference to differentiate the first slide from subsequent slides. For example, if there are two consecutive slides that cover the same topic, ""How do you use a webpage?"", consider adding a number or unique identifier to the end of the title. For example,  two titles with the same name could be identified as: “How do you use a webpage? Part 1” and “How do you use a webpage? Part 2”.
Slide Layout
Using preset slide layouts will automatically control the reading order and structure of content placed on the slide. To choose a slide layout:
To locate Slide Layout, select Home > select New Slide.Choose the slide layout that meets your needs.

For more information, read Microsoft’s support page, Apply a slide layout.
Managing Reading Order
If text boxes are separately created from the preset slide layouts, this information may not be in the correct reading order. If content is manually placed onto a blank slide, you will need to assess and manage the reading order using the Arrange button. To review and fix reading order:
Select Home > Arrange > Selection PaneThe reading order begins at the bottom of the list of regions. The first item to be read is at the bottom and the last item to be read is at the top.To modify the reading order in the Selection Pane, drag the appropriate item to the proper location in the sequence.

 
List
Use the built-in list styles to provide users additional guidance. Do the grouped items convey a process or have a logical sequence? If so, then use the number list style. Is this grouped list of items in no particular order? If so, then use the bullet list style.
Select Home.Select either the bullet or number list style.
Images
Images that support the content require a text description (also called ""alternate text"") to communicate the purpose and/or content of the image. Image descriptions should be short and communicate the main purpose of the image. If a longer description of the image is necessary to fully explain its content, consider alternate strategies outlined on the Images concept page.
To add the alternate text:
Right-click the image.Select Edit Alt Text…In the Alt Text window, write a descriptive text.

Image description guidelines
For additional guidance on writing effective text descriptions (i.e., alt text), please review theImages concepts page.
A text description should convey the purpose or content of the image in approximately 120 characters or less.Avoid repeating the same information as contained in the surrounding text.For images that are decorative not relevant to the content, use the check box Mark as decorative.If the image is complex, consider providing additional information in the surrounding text of the document while providing a shortened text description.Do not include the file format in the alt text (Example: .JPEG, .PNG).Do not include “picture of” or “image of” in the alt text.For older versions of PowerPoint, leave the Title field blank, and only use the Description field for alt text.
Hyperlinks
Documents containing hyperlinks to websites or other online resources can be improved by including hyperlink text that is understood by the reader. For instance, using the full hyperlink URL may not make sense to the reader without some context.
Highlight the short descriptive phase or words that will become the descriptive hyperlink.Select the Link button in the menu.In the Address field, add the desired URL.Select OK.

For additional guidance, please refer to the Hyperlinks concept page.
If the PowerPoint presentation is intended to also serve as a handout with resource hyperlinks, content authors may want to create a reference slide at the end that lists the full URL of the hyperlink.
Tables
When possible, use a simple table structure for tabular data. Using tables with split cells, merged cells, or nested tables can lead to issues with assistive technologies recognizing the appropriate column and row header information in a data table.
Avoid using a table to manage layout. Instead, use a Slide Layout that orients content into the appropriate visual layout you desire.
Tables should include the following:
At least one header (the row and/or column).Alt Text description summarizing the table.
Specify the header
To mark a header row for a data table:
Select the table to reveal Table Design. (Note: this tab will only appear if the table is selected.)In the far left-hand section, determine the required header type:
Header row: check the box Header Row.Column header: check the box First Column.


Color
Color can be an effective way to communicate ideas and draw attention to information. Insufficient color and contrast can limit the ability of others to perceive and understand the presentation.
PowerPoint offers a variety of slide themes, but not all of these will provide sufficient contrast. To edit Slide Theme colors:
Select Design > Expand the Color Palette Menu to reveal available color combinations.Select Colors to review the pre-built color palettes or select Customize Colors to create slides that have appropriate color contrast.
Select one with accessible contrast, or select Customize Colors to manually select the colors. Alternatively, you can use other methods in Microsoft PowerPoint to remove or change the current theme in your presentation.
For additional guidance, please refer to the Colors concept page.
Exporting to other formats
Do not use the ""Print"" to PDF option. This will create a PDF document that lacks PDF tags with no heading information, no alternative text, and no logical document structure. These types of PDF documents will create barriers when accessing the document with assistive technologies.
Creating a PDF
Using “Save As” on a Mac
Users of PowerPoint for Mac should be cautioned that exporting to PDF will not yield an accessible, tagged PDF document, it must be remediated using Acrobat Pro.
Using “Save As” on a Windows PC
Select File > Save As.Select PDF > More options.In the Save As dialog, select Options.Verify in the Options dialog that Document structure tags for accessibility is selected. Select OK.
Creating a PDF with Acrobat
Use the Acrobat plug-in in the ribbon. Select the Acrobat tab.Select Create PDF."
Web Tools,Accessible Google Documents,"Google Docs includes options for adding accessibility information to documents to support access by individuals with disabilities. Improving the accessibility of Google Docs can be accomplished by incorporating the following practices into your authoring process.
Headings & structureImagesHyperlinksColorExporting to other formats
Headings & structure
Headings can provide an organizational and navigational framework for a document's content, communicating both the informational hierarchy and relationship between different sections. Headings also provide a simple mechanism for an individual using assistive technologies to ""jump"" from one heading to the next when navigating the document.
In the toolbar select the drop-down menu Styles button to reveal all headings.To make an item a heading in Google Docs, select the Styles drop-down menu, located to the left of the font drop-down menu.
Headings can be marked with the following keyboard commands:
Heading FunctionmacOS CommandWindows CommandApply Heading 1Command + Option + 1Ctrl + Alt + 1Apply Heading 2Command + Option + 2Ctrl + Alt + 2Apply Heading 3Command + Option + 3Ctrl + Alt + 3
Important considerations
Headings should follow a logical structure that identifies content based on the organizational content and hierarchy of information in the document.Avoid skipping heading levels - modify the style of the heading if you prefer a specific font or appearance.
Lists
Lists provide a structured order to a group of connected or sequential content. A numbered or bulleted list may present the same information more effectively than simple data tables with fewer steps.
Highlight the grouped list of items.In the toolbar, select the appropriate list style (i.e, numbered list or bulleted list).
Images
Images that support the content require a text description (also called ""alt text"") that communicates the purpose and/or content of the image. This information is presented to the individual using assistive technologies, allowing them to hear the description of the image. Image descriptions should be short and communicate the main purpose of the image. Images that are considered decorative can be marked as such and are ignored by assistive technologies.
If a longer description of the image is necessary to fully explain its content, consider inserting a more detailed description of the image within the document text that precedes and/or follows the image.
Adding Alt Text
Select and right-click the image.Select Alt Text.In the Description field, provide a brief and concise description and select OK.
For additional guidance on writing effective text descriptions (i.e., alt text), please review the information on Images.
Image guidelines
Alt text should be included in the ""Description"" field and not the ""Title"" field.A text description should convey the purpose or content of the image in approximately 120 characters or less. Avoid repeating the same information as contained in the surrounding text.If the image is complex, consider providing additional information in the surrounding text of the document while providing a shortened text description.Do not include the file format in the alt text (Example: .JPEG, .PNG).Do not include “picture of” or ""image of"" in the alt text.
Hyperlinks
Documents containing hyperlinks to websites or other online resources can be improved by including hyperlink text that is understood by the reader. Using the full URL as the hyperlink text may not make sense to the reader, particularly if it is long.
Place the cursor anywhere on the desired hyperlink. Right-click the hyperlink.Select Link.Under Text to Display, write the descriptive text for the hyperlink. Keep the text name short and descriptive.Select Apply.
Color
Color can be an effective method to communicate ideas and draw attention to information. Ensuring there is sufficient contrast as well as using color in combination with other formatting can support a diverse campus community, including individuals with visual disabilities. For more information on using color or these tools, please review the information on Color.
Contrast
When choosing colors to present text information in documents, choose color options that provide a contrast ratio of:
4.5:1 for regular text3:1 for 18 point font and larger, or 14 point font and bold
In general, pastel colors or the “light” version of a particular color do not provide sufficient contrast against a white background.
Contrast ratios may be evaluated using tools such as:
WebAIM Contrast Checker The Paciello Group Color Contrast Analyser
Color and formatting
When using color to indicate a specific condition or state, include some formatting attribute to also provide a distinguishing characteristic. For example, if a list of vocabulary words were identified only in red text, this could present difficulties for an individual who had some type of color-blindness.
Options to support accessibility can include a combination of color AND formatting, such as:
Red text with Bold formattingUsing an asterisk, brackets, or other annotation symbols in addition to color
Exporting to other formats
Google Docs to PDF
At this time Google Docs are not able to produce accessible PDF versions. If you export your Google Docs file as a PDF document, the accessibility information will not be included in the resulting PDF version. Instead, download your Google Doc as a Microsoft Word file to run the Accessibility Checker and convert to an accessible PDF.
In the toolbar menu, select File > Download > Microsoft Word (.docx).In Microsoft Word, run the Accessibility Checker, and address any accessibility issues before exporting to a PDF."
Web Tools,How to Add Single Sign-on (SSO)  Protection to a Qualtrics Survey,"You can add single sign-on (SSO) protection to a Qualtrics survey by following these steps:
Navigate to stanforduniversity.qualtrics.com and open the survey you wish to protect.Click the Survey Flow icon.Click Add a New Element Here.Click Authenticator.From the Authentication Type list, click SSO.Uncheck both the Associate Respondent With Panel and Capture respondent identifying info boxes.From the SSO Type list, click Shibboleth.Click Move in the bottom right-hand corner of the newly added authenticator element and drag it so that it sits above everything else in the survey.Click the Apply button to save the flow."
Web Tools,Setting up Social Sharing with Page Properties in Adobe Experience Manager (AEM),"Setting up Social Sharing with Page Properties in Adobe Experience Manager (AEM)
What Is Social Sharing?
You’ve probably seen attractively formatted links to articles and web pages on Twitter and Facebook that include a small box with features like a title, photo, and article summary/teaser. Here’s an example:

Large publishers and sites apply specific formatting to their pages to achieve this effect on Twitter and Facebook.
You can do this for your AEM pages, too, by using the Page Properties dialog.
Why Specify Social Sharing Data Myself?
Facebook, Twitter, and other sites will attempt to format content appropriately for social sharing. However, there are two reasons to provide this information yourself.
First of all, you will have more control over what content is displayed and how. For example, if you do not select an image, Facebook/Twitter will attempt to choose a content image from the page. This image may not look as good or represent the page content as well as you would like.
Secondly, it is easier to set up social sharing before a page is live than to make changes later. Some sites have tools to force an update to social sharing information, but not all do.
Add/Edit Headings and Descriptions
The name of your site appears by default. You can add/edit a page title and description on the “Basic” tab of the Page Properties. (See below)
Step 1: Select the “Page” tab in the toolkit
 
Step 2: Open “Page Properties”

Step 3: Use Page Properties to edit the text you want


Add/Edit an Image
Click the image tab in Page Properties to add or edit an image. Be aware that if you do not choose an image, Facebook/Twitter may attempt to select one from the page for you. How well that works will vary, depending on page content.

To add an image, drag it over from the DAM. DO NOT upload it from your desktop, it won’t save to AEM.
You can also crop or rotate the image if necessary.
Click “clear” to remove an image."
HR Systems,Tips for Using Axess,"1. Use a recommended browser
There are hundreds of potential operating system/browser combinations in the world, but only a handful are guaranteed to work properly with Axess. You are welcome to try logging in to Axess with any browser on any platform, but be aware that only the following browsers are certified to work successfully with Axess and the underlying PeopleSoft system:



CERTIFIED BROWSERS




Firefox 24 or higher


Internet Explorer 11 or higher


Chrome 35 or higher



Safari 6 or higherNote: If scroll bars fail to appear  in Safari, go to your Mac's System Preferences > General and select Show scroll bars - Always.




 





Users are strongly encouraged to use these recommended browsers, as other browsers may not be fully compatible with Axess/PeopleSoft. In addition:

Pop-up blockers must be turned off
Cookies must be enabled
Javascript must be enabled





 

""Why isn't my browser certified to work with Axess?""
The software behind the Axess system comes to us from external software vendors who build and test their products based on the current browsers in the marketplace. However, operating systems and browsers are constantly being updated, and it is almost impossible for large-scale, browser-based applications to adjust to each and every one of those changes. In some cases, OS/browser combinations other than those listed above may work, but we cannot guarantee that they will.
If you find your favorite browser does not work properly with Axess, please try using one of the recommended browser options listed above.
2. Clear your cache
Each time you access a web page via your browser, the browser stores the page in a temporary local ""cache"" for quick easy reference later. This can be useful for speeding up access to frequently-used pages, but it can also allow out-of-date pages to pop up and cause problems. Problems with access to web-based applications like Axess can frequently be resolved by clearing your cache.
See Clearing your browser cache for instructions for clearing cache and cookies for the most popular browsers.
3. Get more information

Axess for faculty
Axess for Students
PeopleSoft Training Center (for administrative staff)"
HR Systems,PeopleSoft Training Center,"Overview
This page provides information for users of the PeopleSoft Student Administration and HR modules. Those who use the PeopleSoft Learning Management System (known as ""STARS"" at Stanford) should see the Stanford Training and Registration System (STARS) page.
What training do I need to take?
Training is required in order to gain access to the PeopleSoft system. User training is provided primarily through online training modules. All new users must first complete the PeopleSoft Concepts & Compliance training module. Additional training requirements vary depending upon what function(s) you will perform in PeopleSoft:

HR Users: See the HR Management System website for requirements.
STARS Learning/Enrollment Administrators: See the STARS Course Administration & Reporting page for requirements.
Student Administration & Postdoc Web Forms Users: See PeopleSoft Training Requirements for details.

How do I get access to PeopleSoft?
There are multiple steps in the authority-granting process.
Prospective users of PeopleSoft HR should refer to the HR Management System page for information about obtaining access to the system.
For prospective Student Administration users, the process is as follows:

Complete the required training identified on the PeopleSoft Training Requirements page.
Your manager must submit a request to the Authority Grantor for your School or Business Area specifying the authority to be granted to you. The request must provide your name, SUNet ID, department, and job title/responsibilities.
The Authority Grantor enters role-specific transactions into Authority Manager to indicate the authority to be granted.
An automated process matches the Grantor's entries with training completion certification(s) entered in the system by the Training Administrator, and subsequently establishes the appropriate PeopleSoft security."
HR Systems,Online Learning Player Support,"What is the Online Learning Player?
The Online Learning Player provides animated and interactive demos showing how to perform various business tasks in Stanford's PeopleSoft system. You can view the demos passively in ""See It"" mode, or go through steps interactively in ""Try It"" mode.
Using the Online Learning Player
Upon launching the Online Learning Player, you will see a Table of Contents outline on the left side of the window. You can drill down through the table of contents by clicking the ""+"" buttons to get to the topic you'd like to view.
Playing a topic
Click on any title at any level of the table of contents outline; for most titles you will see related ""Concept"" information appear on the right side of the window. While not all titles have Concept information, it's a good idea to check for it before continuing to drill down to the individual topic level.
At the fully expanded level of the Table of Contents outline you will see Topic documents, denoted by a ""document"" icon rather than a ""book"" icon. Click on a Topic and the ""See It"" and ""Try It"" Playback Mode options display in the upper-left of the window.
With your topic selected, click either the See It or Try It button to launch the Player.

See It plays the lesson as a self-running demo.
Try It is more interactive, requiring you to click on the indicated links and enter values in fields.

Note that Try It also allows you to control the pace of the lesson, whereas See It plays at a set speed.
Tips for using the Player
Click the Pause button that appears in any of the instruction text bubbles in See It mode to pause playback.
Things moving a little too slowly for you in See It mode? Press your Enter key to advance forward to the next step/frame.
Click the Actions button in any of the instruction text bubbles within Try It mode to access additional playback controls:
Pressing the ESC key on your keyboard at any time in any mode will end playback and return you to the Table of Contents outline.
You may notice that the PeopleSoft Menu you see in the demos is much longer than what you see when logged on to PeopleSoft yourself; this is because each user sees only those menu options that are available to him or her based on user security. So don't worry if your list isn't as long as the ones you see in the demos!
Browser requirements for the Player

Windows users can run the Online Learning Player in Internet Explorer or FireFox.
Mac users must be using FireFox to run the Player.

Pop-up blockers must be turned off in order for the Player to run successfully. Windows users who have turned off pop-up blockers but still have trouble getting the Player to launch often have success by holding down the CTRL key as they click the See It or Try It buttons."
HR Systems,PeopleSoft Support Resources,"Browser and desktop requirements
Accessed via the web, Stanford's PeopleSoft system is not platform-specific but does work best with recommended browsers. Students, faculty, and staff all interact with the PeopleSoft system via the Axess portal, which authenticates users by SUNet ID and verifies their system authority. Guest access is available for applicants, parents, and others for a few limited functions.
The following browsers are certified to work with Axess/PeopleSoft 9:



Application
IE
Firefox
Safari
Chrome




Axess (student enrollment and faculty grading)
11+
24+
6+
35+


PeopleSoft Version 9 (HR & Student Administration)
11+
24+
6+
35+


STARS (training registration)
11+
17+
5+
24+



Users are strongly encouraged to use these recommended browsers, as other browsers may not be fully compatible with Axess/PeopleSoft. In addition:

Pop-up blockers must be turned off
Cookies must be enabled
Javascript must be enabled

If you experience problems logging into the Axess portal, first try clearing your browser cache before submitting a Help request for assistance.
Students, faculty, and advisors can find detailed information about using Axess on the Registrar's Office website. Staff are encouraged to see the PeopleSoft Training Center page for more information.
System updates and announcements


Student Administration users
Users of PeopleSoft Student Administration are encouraged to subscribe to the studadmin@lists email list to receive updates about the Student Administration system and related business processes and policies. Self-subscribe at /mailman.stanford.edu/mailman/listinfo/studadmin.


HR users
University HR maintains the email list for all HR Users. See the Human Resources Management System page for more information.


Postdoc Web Forms users
Users of the Postdoc Web Forms should subscribe to supdssworkgroup@lists.stanford.edu to receive updates about the postdoc web forms system and related business processes and policies. Self-subscribe at mailman.stanford.edu/mailman/listinfo/supdssworkgroup.


Questions?
If you have questions about access, training, or using the PeopleSoft application, please submit a Help request. Be as complete and descriptive as possible about your issue."
HR Systems,PeopleSoft Reporting,"Overview
Departments frequently need to pull data from the PeopleSoft system in the form of reports. The Oracle Business Intelligence Enterprise Edition (OBIEE) platform is Stanford's PeopleSoft reporting tool.
OBIEE provides a full range of reporting and analysis tools, including interactive dashboards, ad hoc queries, financial reports, and search. The reporting and analysis content available via OBIEE covers a wide range of data including:

Time and Leave
Training and Registration
HR Metrics, HR, Benefits, and Payroll

Hands-on training classes for learning to use OBIEE are offered regularly. Check the listings in the STARS system (within Axess) under OBIEE for the latest class schedule.
How to get access
Access to the OBIEE portal is granted via the Authority Manager application by the respective department stakeholders.
Support
For assistance or more information about OBIEE, please submit a Help request."
HR Systems,Online Total Compensation Statement,"The Online Total Compensation Statement (OTCS) is available to full-time and part-time benefits eligible faculty and staff.The OTCS is not available to benefits ineligible employees such as casual, temp, contingent, undergraduate students, graduate students, and post docs.The OTCS is refreshed quarterly:Q1: Jan-March data is refreshed at the end of AprilQ2: Jan-June data is refreshed at the end of JulyQ3: Jan-Sept data is refreshed at the end of OctoberQ4: Jan-Dec data is refreshed at the end of JanuaryIf you view an error on the OTCS page, you may not yet have access to the Online Total Compensation Statement. Access may be impacted by your hire or rehire date into a benefits eligible position and how that date aligns with the OTCS quarterly refresh schedule.Example: an employee hired into a benefits eligible position effective 4/17/2022 would have to wait until the end of July 2022 for the Q2 refresh to see any data. This employee would continue to see an error message instead of the OTCS page. Once the Q2 refreshes at the end of July 2022, this employee would then see their Online Total Compensation Statement page."
HR Systems,NIH Other Support Certification & Electronic Signatures – Adobe Sign vs Adobe Pro DC/Acrobat Reader KB,"Investigators are responsible for the complete disclosure of funding and resources and for the certification as required by NIH. Investigators must not ask their research administrators to certify on their behalf. Investigators should work with their administrative and financial teams to ensure the accuracy and completeness of their specific Other Support document—which the investigator certifies with their digital signature.
RMG has supplied documentation on this process:
https://med.stanford.edu/rmg/resources/federal-agency-disclosure/nih-other-support.html
PREFERRED METHOD: ADOBE SIGN
Investigators are expected to electronically sign with Adobe Sign. They can request the Adobe Sign account here: https://app.smartsheet.com/b/form/35577f5cae634045977b75207d572ba9
If they already have an Adobe Sign account through the Stanford license, they may use that account so long as they are not in a PHI-settings enabled group. You can determine if they are in a PHI-setting group if the system forces them to Password Protect the document to be signed. If this is the case, use the Alternative Method via Adobe Pro/Adobe Acrobat Reader.
Instructions for how to use Adobe Sign for NIH Other Support Certification including what needs to be kept for internal records to comply with NIH’s requirements are located here: https://drive.google.com/file/d/1Bgif-3w4ev8KqJPYkB_Oju1YftCk4sk1/view
POTENTIAL ISSUE: Users with an existing Adobe Pro account will receive error messages when trying to sign up/install Adobe sign. Adobe Sign needs to manually consolidate the two accounts. You will need to assist them with getting this resolved through Adobe Sign Support: Contacting Adobe Sign Support: KB00018623
ALTERNATE METHOD for ADOBE PRO DC/ADOBE ACROBAT READER:
Only if the user is in a PHI-settings enabled group for Adobe Sign should they use the alternative method via Adobe Pro/Adobe Acrobat Reader (otherwise, they need to setup Adobe Sign). You can determine if they are in a PHI-setting group if the system forces them to Password Protect the document to be signed.
Instructions for how to use Adobe Pro/Adobe Acrobat Reader for NIH Other support Certification is located here: https://drive.google.com/file/d/17PZulIMi-ZizF7ZH58fkDmZqC1Ve8_rz/view"
HR Systems,PeopleSoft Training Requirements,"Overview
Staff who will process transactions for employees or students in PeopleSoft are required to complete system training before they will be granted access to either PeopleSoft HRMS or PeopleSoft Student Administration (SA). Training requirements are based on the user's functional role in PeopleSoft (HR Administration, Student Records, Graduate Admissions, Graduate Financial Support [GFS], etc.). Training materials for the PeopleSoft system are available via the Online Learning Player. These modules are NOT integrated with STARS, but should be accessed directly via the web.
Required training modules & completion certificates
All new users must first complete the PeopleSoft Concepts & Compliance training module via the Online Learning Player before being granted access to the PeopleSoft system. Additional training requirements vary depending upon what function(s) you will perform in PeopleSoft. See the complete list of training requirements below and take the training required for your functional role. See Online Learning Player Support for tips on running the training modules.
Note: These trainings below are NOT offering certificates for completion. 
IF YOU WILL PERFORM THIS FUNCTIONTAKE THIS ONLINE TRAINING MODULECOMPLETE THIS PDF FORMStudent Records ManagementStudent Records for Department UsersStudent Records Completion CertificateCurriculum Management, including Program Management, Course Management, and Class SchedulingTraining and learning resources are available on the Curriculum Management page of the Inside Student Services intranet. Graduate Admissions: Receiving and managing graduate and co-term applications for non-professional graduate programsTraining and learning resources are available on the Graduate Admissions page of the Inside Student Services intranet Student Financial Services: Billing and payment system, student fees, and department depositsLearning Resources are available on the Student Services, Support and Wellness page of the Inside Student Services intranet.  Anything related to the current GFS CenterSee the Graduate Financial Support website Postdoc Web Forms — Dept EntryComplete PS Concepts & Compliance as a prerequisite.Additional training required per the Office of Postdoctoral Affairs.Certificate provided upon completion of STARS course."
HR Systems,How to contact Adobe Sign Support,"If your group admin is unable to add your account to the group, they must contact Adobe Sign Support for assistance.
1. To contact Adobe Sign Support, the group admin must first log in to Adobe Sign.
2. In the upper right corner of the Stanford Document Signing page, click on the ? icon and select Contact Support.

Issues reported to Adobe Sign Support are usually resolved within one business day but may take longer based on the severity of the issue and the user response time.
Additional Resources

Learn more about Digital Signatures with Adobe Sign
Adobe Sign User Guide
Adobe Sign Help"
HR Systems,Digital Signature - Adobe Sign,"Digital signature software offers an alternative to paper-based forms. Instead of completing and signing forms by hand, digital signature software allows users to complete and sign forms electronically.
When you need to collect information from an individual or a group of people, you can use digital signature software to create a custom form. You then use the software to send the form out to be completed and signed. The software routes the document to the recipients either in parallel or serial order, depending upon your designation. The software has a built-in tracking feature that sends notifications to you when a document is signed, and reminders when a document has not been signed.
This software helps prevent common mistakes, such as missing a required signature or using an outdated form.
Importantly, digital signatures are legally binding in most industrialized nations, having the same legal status as a handwritten signature.
NOTE: If you are trying to use Adobe Sign for your National Institutes of Health (NIH) Other Support Certification Electronic Signatures, refer to NIH Other Support Certification & Electronic Signatures – Adobe Sign vs Adobe Pro DC/Acrobat Reader.
Features
Create custom forms quickly and easily - adding signature and form fields as neededSend to multiple recipients - allowing people to sign in parallel or serial orderTrack the status of a document in real-timeAvailable as a desktop application, web portal, and on mobile devicesIntegrates with common productivity tools such as Microsoft Word and SalesforceSend documents to individuals who are not affiliated with Stanford
Designed For

Faculty and staff

Rates
Free of charge
Get Started

To request access to Adobe Sign, submit a Help ticket.
Document reviewers, approvers, and signers do not need to submit a Help ticket for access to perform their assigned role in relationship to a document.
Get Help

For assistance, please submit a Help ticket. 


Learn More
Adobe provides a considerable amount of documentation for Adobe Sign. Below are some links that you might find useful:
Adobe Sign OverviewAdobe Sign User GuideAdobe Sign HelpAdobe Sign FAQs"
Software Applications,Office 365 Add-In Deployment for Mendeley,"Office 365 Add-In Deployment for Mendeley Cite
This is a document that provides steps to deploy the Mendeley Cite add-in to Microsoft Word. This document does NOT cover functionality questions related to the add-in. For add-ins that require a paid license, you are responsible for purchasing your own license.
Prerequisites

You must be signed into the Office 365 suite.
[Skip this step if you already have a Mendeley account] To create a Mendeley account, navigate to https://library.stanford.edu/mendeley-reference-manager and click “register for a free account”

a. Click Sign in via your Organization.

b. Enter your <sunetid>@stanford.edu email address and click Stanford University from the list. Do NOT click Submit and continue.

c. The Personalize your experience window should state “We now know you’re from Stanford University”. Click Sign in or register.

d. Enter your <sunetid>@stanford.edu> email address and click Continue.
e. In the Register window, enter the necessary information, including a strong password that meets the password complexity requirements.
f. Click Register when done. You should get a confirmation of a successful registration, including a welcome email from Elsevier.
ServiceNow Request
Fill out the Request Microsoft Office 365 Add-in / Plug-in form in ServiceNow.

Once the form has been submitted, please allow at least 24 hours for the system to refresh. After this period, proceed to the next section to activate the add-in.
Activating the Add-in
1. After 24 hours, if you don’t see the Mendeley add-in on the toolbar of the Microsoft Word:
a. For Windows, click File > Get Add-ins > Admin-Managed, and click on the Mendeley Cite add-in.
i. If you still don’t see the add-in under Admin-Managed, quit and relaunch the application. Submit a help ticket if you still do not see the add-in after a few hours.
b. For Macs, click Insert (at the top toolbar menu) > Add-Ins > Get Add-ins > Admin-Managed.
i. If you still don’t see the add-in under Admin-Managed, quit and relaunch the application. Submit a help ticket if you still do not see the add-in after a few hours.
c. The Mendeley add-in should appear in Microsoft Word (see screenshot below).
 

 
2. In Microsoft Word, click the Mendeley Cite add-in.
3. If you already have a Mendeley account, click Get started.
4. Enter your registered email address and password. Click the Stay signed in checkbox if the computer is not a shared device.
 
Feedback: We value your input! After completing the add-in installation, please share your feedback to help us improve this guide.

Computer Resource Consulting (CRC)
Rev. 03/2025"
