category,question,answer
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 518)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Accounts,My university account is locked out? (instance 519),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 520),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 521)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Antivirus,My antivirus software won't update? (instance 522),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
VPN,My VPN won't connect off campus? (instance 523),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Moodle,I cannot log in to Moodle? (instance 524),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Google Workspace,How do I share a document in Google Drive? (instance 525),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 526)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Eduroam,Eduroam says the certificate is not trusted? (instance 527),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 528)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Accounts,My university account is locked out? (instance 529),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Teams,My Teams audio or video isn't working? (instance 530),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Accounts,My university account is locked out? (instance 531),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 532),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
VPN,My VPN won't connect off campus? (instance 533),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Google Workspace,How do I share a document in Google Drive? (instance 534),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 535),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 536),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Moodle,I cannot log in to Moodle? (instance 537),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Google Workspace,How do I share a document in Google Drive? (instance 538),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Google Workspace,How do I share a document in Google Drive? (instance 539),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,Moodle is not loading or running slowly? (instance 540),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Virtual Labs,The virtual desktop is running slowly? (instance 541),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 542),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Teams,My Teams audio or video isn't working? (instance 543),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Moodle,I cannot log in to Moodle? (instance 544),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Canvas,Canvas won't show my grades? (instance 545),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
VPN,My VPN won't connect off campus? (instance 546),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 547),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
VPN,My VPN won't connect off campus? (instance 548),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Antivirus,My antivirus software won't update? (instance 549),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 550)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,I cannot log in to Moodle? (instance 551),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 552),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 553)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,Moodle is not loading or running slowly? (instance 554),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
VPN,My VPN won't connect off campus? (instance 555),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Antivirus,My antivirus software won't update? (instance 556),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 557)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 558)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Virtual Labs,The virtual desktop is running slowly? (instance 559),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Accounts,My university account is locked out? (instance 560),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 561),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 562),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Antivirus,My antivirus software won't update? (instance 563),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 564)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Moodle,Moodle is not loading or running slowly? (instance 565),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Teams,My Teams audio or video isn't working? (instance 566),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 567),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Moodle,I cannot log in to Moodle? (instance 568),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 569),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Antivirus,My antivirus software won't update? (instance 570),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Canvas,Canvas won't show my grades? (instance 571),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 572),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 573),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Moodle,I cannot log in to Moodle? (instance 574),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Virtual Labs,The virtual desktop is running slowly? (instance 575),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Accounts,My university account is locked out? (instance 576),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Moodle,Moodle is not loading or running slowly? (instance 577),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Antivirus,My antivirus software won't update? (instance 578),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Moodle,I cannot log in to Moodle? (instance 579),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Eduroam,Eduroam says the certificate is not trusted? (instance 580),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Moodle,Moodle is not loading or running slowly? (instance 581),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Teams,My Teams audio or video isn't working? (instance 582),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Moodle,I cannot log in to Moodle? (instance 583),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Antivirus,My antivirus software won't update? (instance 584),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Canvas,Canvas won't show my grades? (instance 585),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Moodle,Moodle is not loading or running slowly? (instance 586),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Canvas,Canvas won't show my grades? (instance 587),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Moodle,I cannot log in to Moodle? (instance 588),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Accounts,My university account is locked out? (instance 589),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Accounts,My university account is locked out? (instance 590),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Moodle,I cannot log in to Moodle? (instance 591),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 592),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 593),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 594)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Virtual Labs,The virtual desktop is running slowly? (instance 595),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
VPN,My VPN won't connect off campus? (instance 596),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 597),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 598),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Moodle,Moodle is not loading or running slowly? (instance 599),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Accounts,My university account is locked out? (instance 600),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 601),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Virtual Labs,The virtual desktop is running slowly? (instance 602),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 603),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 604)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Accounts,My university account is locked out? (instance 605),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 606),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Teams,My Teams audio or video isn't working? (instance 607),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Virtual Labs,The virtual desktop is running slowly? (instance 608),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 609)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Virtual Labs,The virtual desktop is running slowly? (instance 610),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Moodle,I cannot log in to Moodle? (instance 611),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Eduroam,Eduroam says the certificate is not trusted? (instance 612),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 613),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Moodle,I cannot log in to Moodle? (instance 614),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 615)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
VPN,My VPN won't connect off campus? (instance 616),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
VPN,My VPN won't connect off campus? (instance 617),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Canvas,Canvas won't show my grades? (instance 618),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Moodle,Moodle is not loading or running slowly? (instance 619),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Moodle,Moodle is not loading or running slowly? (instance 620),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Accounts,My university account is locked out? (instance 621),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 622),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 623),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Virtual Labs,The virtual desktop is running slowly? (instance 624),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Teams,My Teams audio or video isn't working? (instance 625),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 626),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Antivirus,My antivirus software won't update? (instance 627),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Moodle,I cannot log in to Moodle? (instance 628),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 629)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Teams,My Teams audio or video isn't working? (instance 630),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Virtual Labs,The virtual desktop is running slowly? (instance 631),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 632),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Accounts,My university account is locked out? (instance 633),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
VPN,My VPN won't connect off campus? (instance 634),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Teams,My Teams audio or video isn't working? (instance 635),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 636),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Accounts,My university account is locked out? (instance 637),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 638),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Moodle,I cannot log in to Moodle? (instance 639),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Antivirus,My antivirus software won't update? (instance 640),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Moodle,I cannot log in to Moodle? (instance 641),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Accounts,My university account is locked out? (instance 642),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 643),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 644)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 645),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
Accounts,My university account is locked out? (instance 646),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 647),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Teams,My Teams audio or video isn't working? (instance 648),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
VPN,My VPN won't connect off campus? (instance 649),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Canvas,Canvas won't show my grades? (instance 650),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Moodle,Moodle is not loading or running slowly? (instance 651),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Teams,My Teams audio or video isn't working? (instance 652),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Virtual Labs,The virtual desktop is running slowly? (instance 653),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
RDP Setup,Remote Desktop to my campus PC fails to connect? (instance 654),Confirm the campus PC is powered on and that you have the correct IP or hostname. Make sure you're on the campus network or VPN and RDP is enabled on that PC.
Virtual Labs,The virtual desktop is running slowly? (instance 655),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Moodle,Moodle is not loading or running slowly? (instance 656),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Teams,My Teams audio or video isn't working? (instance 657),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Accounts,My university account is locked out? (instance 658),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Accounts,My university account is locked out? (instance 659),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Moodle,Moodle is not loading or running slowly? (instance 660),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Accounts,My university account is locked out? (instance 661),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 662),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 663),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Virtual Labs,The virtual desktop is running slowly? (instance 664),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Eduroam,Eduroam says the certificate is not trusted? (instance 665),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 666)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
VPN,My VPN won't connect off campus? (instance 667),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Antivirus,My antivirus software won't update? (instance 668),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Antivirus,My antivirus software won't update? (instance 669),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Canvas,Canvas won't show my grades? (instance 670),Your instructor may need to publish the grades first. Check with your professor to ensure grades are posted.
Google Workspace,How do I share a document in Google Drive? (instance 671),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Accounts,My university account is locked out? (instance 672),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Moodle,Moodle is not loading or running slowly? (instance 673),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Eduroam,Eduroam says the certificate is not trusted? (instance 674),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Moodle,Moodle is not loading or running slowly? (instance 675),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Accounts,My university account is locked out? (instance 676),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Antivirus,My antivirus software won't update? (instance 677),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 678)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
VPN,My VPN won't connect off campus? (instance 679),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Google Workspace,How do I share a document in Google Drive? (instance 680),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Virtual Labs,The virtual desktop is running slowly? (instance 681),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 682)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Accounts,My university account is locked out? (instance 683),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Eduroam,Eduroam says the certificate is not trusted? (instance 684),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Antivirus,My antivirus software won't update? (instance 685),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Virtual Labs,The virtual desktop is running slowly? (instance 686),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Teams,My Teams audio or video isn't working? (instance 687),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Virtual Labs,The virtual desktop is running slowly? (instance 688),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Moodle,I cannot log in to Moodle? (instance 689),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Antivirus,My antivirus software won't update? (instance 690),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Eduroam,Eduroam says the certificate is not trusted? (instance 691),"Download and install the university's CA certificate from the IT website, or accept the prompt if it matches the university name. Contact IT if you're unsure."
Teams,My Teams audio or video isn't working? (instance 692),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Accounts,My university account is locked out? (instance 693),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Accounts,My university account is locked out? (instance 694),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 695),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Teams,My Teams audio or video isn't working? (instance 696),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Google Workspace,How do I share a document in Google Drive? (instance 697),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Virtual Labs,The virtual desktop is running slowly? (instance 698),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
VPN,My VPN won't connect off campus? (instance 699),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Google Workspace,How do I share a document in Google Drive? (instance 700),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
VPN,My VPN won't connect off campus? (instance 701),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Accounts,My university account is locked out? (instance 702),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Connectivity,"Wi-Fi keeps disconnecting on campus, what should I try? (instance 703)","Move closer to a campus access point or reconnect to the network. Ensure your wireless adapter drivers are updated. If it continues, report the issue to IT."
Antivirus,My antivirus software won't update? (instance 704),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
Teams,My Teams audio or video isn't working? (instance 705),"Check that your camera and microphone are connected and not muted. Verify the device settings in Teams. If still not working, restart the app or your device."
Google Workspace,How do I share a document in Google Drive? (instance 706),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Accounts,My university account is locked out? (instance 707),"Accounts lock out for security if there are too many failed attempts. Wait 15 minutes and try again, or contact IT to unlock it."
Virtual Labs,The virtual desktop is running slowly? (instance 708),"Check your internet speed and close other bandwidth-heavy applications. For best performance, use a wired connection if possible."
Antivirus,My antivirus software won't update? (instance 709),"Check your internet connection and restart the antivirus program. If it still fails, reinstall the antivirus or contact IT to check your license."
VPN,My VPN won't connect off campus? (instance 710),"Check your internet connection first. Try a different VPN server location or restart the client. If it still fails, contact IT for support."
Google Workspace,How do I share a document in Google Drive? (instance 711),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,Moodle is not loading or running slowly? (instance 712),"Try clearing your browser cache or using a different browser. If the issue continues, check for network problems or contact technical support."
Google Workspace,How do I share a document in Google Drive? (instance 713),"Right-click the file, select 'Share', enter the recipient's email, and set their permission (viewer, commenter, editor). Then click 'Send'."
Moodle,I cannot log in to Moodle? (instance 714),"Check that you are using the correct username and password. Try resetting your password via the self-service portal. If it still doesn't work, contact the IT help desk."
Scam Protection,I received an email asking for my password with a university logo. Is it legitimate? (instance 715),This is likely a phishing attempt. Do NOT provide credentials. Report the email to IT security and delete it.
